
TEAM_1,TEAM_2,NO_OF_MATCHES,TEAM_1_WIN_COUNT,TEAM_2_WIN_COUNT,TEAM_1_OVERTIME_WINS,TEAM_2_OVERTIME_WINS,AVG_TEAM_1_PENALTIES,AVG_TEAM_2_PENALTIES,TEAM_1_PLAYOFF_WINS,TEAM_2_PLAYOFF_WINS,TEAM_1_AVG_GOALS_PER_MATCH,TEAM_2_AVG_GOALS_PER_MATCH,TEAM_1_AVG_GOAL_PERCENTAGE,TEAM_2_AVG_GOAL_PERCENTAGE
N.J,S.J,19,8,11,1,2,3.473684,4.368421,0,0,2.263158,3.052632,0.08879210526,0.09758457895
CAR,N.J,52,23,29,2,3,3.538462,3.903846,4,3,2.384615,2.711538,0.08572332692,0.1005293846
CHI,T.B,32,10,22,3,6,3.625,4.0625,4,2,2.3125,3.1875,0.0741533125,0.105775625
CHI,PHI,28,11,17,1,3,3.571429,3.821429,4,2,3,3.071429,0.09725832143,0.1008317143
ANA,PHI,25,11,14,0,8,5.16,4.48,0,0,3.28,3.08,0.1171788,0.08858516
CBJ,VAN,35,15,20,6,4,3.857143,3.8,0,0,2.685714,3.257143,0.09333577143,0.1085876286
MTL,WPG,39,22,17,2,6,3.564103,3.897436,4,0,3.410256,2.717949,0.1103763333,0.09785066667
OTT,TOR,74,34,40,8,8,4.594595,4.040541,0,0,2.878378,3.256757,0.09783928378,0.1012670676
PHI,VGK,11,5,6,0,1,2.909091,2.818182,0,0,3,2.545455,0.1092752727,0.07892436364
FLA,MIN,23,9,14,1,3,3.869565,4.26087,0,0,2.478261,3.130435,0.0826843913,0.1103719565
CGY,TOR,33,14,19,1,4,3.878788,3.545455,0,0,2.909091,3,0.1040263333,0.1027828788
VGK,VAN,17,11,6,1,1,3.588235,3.352941,4,3,3.470588,2.764706,0.1017904706,0.09647794118
EDM,SEA,8,6,2,0,0,3.875,3.875,0,0,4.625,2.875,0.159514625,0.106528625
ATL,PHI,12,6,6,1,1,5.583333,5.75,0,0,2.666667,3.083333,0.09043083333,0.10339075
COL,NYR,22,12,10,3,2,4.727273,4.272727,0,0,2.818182,2.727273,0.09232736364,0.08442927273
NYI,TOR,45,22,23,8,5,3.622222,3.555556,0,0,3.177778,3.177778,0.1034209111,0.1061998889
COL,SEA,16,7,9,0,3,3.8125,3.5625,3,4,3.0625,2.5,0.102359125,0.0866315
N.J,PHI,74,38,36,7,9,4.824324,5.216216,5,5,2.824324,2.662162,0.1072772432,0.09836044595
L.A,WPG,21,11,10,2,3,3.52381,3.714286,0,0,2.619048,2.428571,0.08587271429,0.08332742857
COL,L.A,47,19,28,1,9,3.93617,4.212766,0,0,2.638298,2.702128,0.09508565957,0.09454121277
CHI,STL,80,40,40,13,9,4.2125,4.275,7,6,2.75,2.8125,0.09336975,0.093473275
N.J,PIT,65,32,33,5,4,3.753846,3.907692,0,0,2.523077,2.676923,0.09000447692,0.08935626154
BOS,S.J,18,10,8,2,1,3.333333,3.555556,0,0,2.888889,2.555556,0.1070003889,0.08385788889
DAL,T.B,31,11,20,5,2,3.580645,3.870968,2,4,2.580645,3.548387,0.09303351613,0.1325835484
BOS,SEA,4,3,1,1,0,5,3.25,0,0,3,3,0.0935315,0.09171825
TBL,WSH,6,4,2,1,0,6.166667,4.5,0,0,3.333333,2.666667,0.1098053333,0.1017868333
NSH,STL,72,37,35,9,7,3.888889,3.902778,4,2,2.402778,2.5,0.08293645833,0.08677197222
FLA,STL,22,9,13,2,2,3.954545,3.636364,0,0,2.545455,3.363636,0.07810477273,0.1102993182
CGY,MIN,52,27,25,7,5,3.711538,3.884615,0,0,2.288462,2.461538,0.07854459615,0.09401648077
NSH,OTT,22,13,9,3,4,4.363636,4.545455,0,0,3.227273,2.545455,0.09280581818,0.09029186364
FLA,PHI,42,21,21,2,3,4.761905,5.119048,0,0,2.619048,2.714286,0.08487966667,0.08622959524
FLA,TOR,60,37,23,11,3,3.683333,3.8,4,1,3.25,2.8,0.1080715833,0.09295938333
DET,MIN,34,16,18,3,5,3.911765,4.058824,0,0,2.970588,3.029412,0.09763032353,0.1154506765
NYR,TBL,12,6,6,0,2,4.583333,4.75,2,4,2.75,2.083333,0.09352333333,0.06500091667
CAR,WSH,69,27,42,6,11,3.768116,4.15942,3,3,2.623188,2.811594,0.0839345942,0.09742630435
N.J,WPG,19,6,13,3,2,2.736842,3.421053,0,0,2.157895,3,0.0830631579,0.1094135263
FLA,VAN,22,12,10,3,1,3.863636,3.727273,0,0,2.636364,2.727273,0.08162731818,0.08324095454
MIN,PHI,23,10,13,2,2,3.565217,3.956522,0,0,2.565217,3.130435,0.09295852174,0.1034324783
TOR,T.B,47,19,28,4,5,4.234043,4.382979,0,0,2.638298,3.085106,0.09168755319,0.1058055745
ANA,WPG,32,15,17,5,5,4,3.71875,4,0,2.90625,3.125,0.09428515625,0.1048239375
N.J,T.B,40,19,21,2,4,4.375,4.075,1,4,2.875,3.15,0.10147935,0.114908275
BOS,PIT,58,33,25,7,5,4.068966,3.87931,4,0,3.034483,2.655172,0.09929072414,0.08835810345
ARI,CAR,22,6,16,1,4,4.090909,3.409091,0,0,2.545455,3.363636,0.09776786364,0.09992572727
CAR,EDM,22,12,10,0,3,3.954545,3.545455,0,0,3.681818,3,0.1176693182,0.1077395
N.J,VAN,18,13,5,4,1,4.277778,3.166667,0,0,2.333333,1.944444,0.0905905,0.07484544444
COL,T.B,20,11,9,4,2,3.95,4.3,0,0,2.8,2.95,0.10653985,0.09176255
CHI,FLA,33,17,16,5,4,3.454545,3.969697,0,0,2.939394,2.939394,0.09831169697,0.09645912121
DET,TOR,40,16,24,7,2,3.4,3.075,0,0,2.65,3.4,0.0862485,0.1139687
BUF,DAL,22,7,15,2,1,3.318182,2.636364,0,0,2.409091,3.363636,0.08782690909,0.1036928636
CAR,PIT,54,25,29,9,2,3.666667,4,0,4,2.425926,2.944444,0.08221135185,0.09252872222
OTT,SEA,4,2,2,1,0,2.25,3,0,0,3.75,4.75,0.156552,0.17084625
WPG,WSH,9,2,7,0,1,3.666667,3.555556,0,0,2.111111,3.555556,0.07311977778,0.1175891111
L.A,VAN,55,27,28,8,1,4.709091,4.872727,6,5,2.418182,2.509091,0.08251901818,0.08984710909
BOS,T.B,63,35,28,3,3,4.936508,4.444444,6,12,2.952381,2.761905,0.09948039682,0.1026996349
NYI,T.B,57,29,28,8,3,4.403509,4.333333,6,12,2.578947,2.947368,0.08620445614,0.09246192982
DET,T.B,51,14,37,0,8,4.882353,4.647059,4,8,2.313725,2.921569,0.08938180392,0.09749637255
CGY,CBJ,38,19,19,7,5,4.289474,4.210526,0,0,2.763158,2.710526,0.09247976316,0.09744671053
CBJ,OTT,30,15,15,4,1,4.1,4.333333,0,0,2.833333,2.8,0.093876,0.09350033333
COL,WPG,41,18,23,6,7,4.146341,4.146341,0,0,2.829268,3.073171,0.08893234146,0.1079725854
N.J,NYR,68,29,39,5,3,4.676471,4.352941,4,2,2.426471,3.117647,0.08687429412,0.1115833088
CGY,N.J,15,11,4,1,1,3.4,4.066667,0,0,3.533333,2.4,0.1268302667,0.08880533333
MIN,NSH,56,26,30,9,4,3.928571,4.392857,0,0,2.607143,2.910714,0.08916092857,0.09993246429
BOS,SJS,5,5,0,0,0,3.4,3.6,0,0,3.6,1.4,0.120362,0.0563178
ARI,VAN,46,19,27,4,9,3.630435,3.434783,0,0,2.282609,2.978261,0.08013043478,0.09695863043
DAL,VGK,25,10,15,4,5,3.36,2.8,6,6,2.2,2.72,0.07462512,0.08776
STL,VAN,56,27,29,7,8,4.214286,4.321429,2,8,2.589286,2.696429,0.08705766071,0.101835375
EDM,STL,44,16,28,4,2,4.568182,3.681818,0,0,2.227273,3.340909,0.08453945455,0.1079199773
ARI,TBL,4,0,4,0,1,4.5,2.75,0,0,1.75,3.5,0.07366725,0.111607
L.A,T.B,17,8,9,2,1,4.176471,4.117647,0,0,2.117647,2.764706,0.07188364706,0.1023953529
MTL,VGK,16,9,7,5,2,2.5625,2.3125,4,2,3.1875,3.4375,0.1074541875,0.1096888125
ATL,CAR,18,8,10,2,2,4.722222,4.111111,0,0,2.777778,3.222222,0.0896685,0.1078884444
CGY,S.J,48,20,28,2,5,3.895833,4.083333,0,0,2.6875,3,0.0982596875,0.1001738333
CHI,CBJ,50,33,17,8,4,3.66,4.1,0,0,3.46,2.62,0.11480892,0.08884026
NYR,WPG,26,16,10,2,1,3.538462,3.346154,0,0,2.692308,2.307692,0.1002315,0.07336257692
WSH,WPG,20,11,9,4,5,3.85,3.85,0,0,2.9,2.45,0.0979259,0.07492075
STL,T.B,19,13,6,3,1,3.473684,3.578947,0,0,2.842105,2.421053,0.1011278421,0.08844478947
OTT,WSH,46,20,26,7,4,3.608696,4.23913,0,0,2.652174,3.086957,0.08465604348,0.1040204783
EDM,SJS,9,8,1,3,0,2.777778,2.888889,0,0,4.444444,2,0.1184143333,0.07015544444
ANA,N.J,17,9,8,1,2,3.411765,2.823529,0,0,2.823529,2.470588,0.1056527059,0.09564017647
NYR,STL,23,9,14,0,2,3.826087,3.521739,0,0,2.521739,2.913043,0.09970878261,0.1074807826
NYI,STL,22,12,10,5,2,3.681818,3.727273,0,0,2.772727,3.136364,0.1088037273,0.1063327273
EDM,OTT,34,19,15,2,3,3.911765,3.970588,0,0,3.470588,3.147059,0.1150163824,0.1113782059
CHI,WPG,41,17,24,2,3,3.317073,2.878049,0,0,2.707317,3.097561,0.088586,0.09535997561
NSH,S.J,44,24,20,5,4,4.522727,3.772727,3,4,2.954545,2.636364,0.09867004545,0.08624045454
BOS,EDM,22,13,9,3,3,3.772727,3.909091,0,0,2.909091,2.5,0.08851631818,0.09079072727
CHI,SJS,6,2,4,1,1,2.5,3.333333,0,0,2.5,3.333333,0.08955616667,0.1212561667
CBJ,MTL,31,16,15,2,4,3.774194,3.741935,0,0,3.16129,2.645161,0.1081686129,0.08746935484
OTT,SJS,4,1,3,0,0,5,5,0,0,2.5,3.75,0.07255675,0.1263935
NYR,VGK,9,4,5,0,1,3.333333,4.111111,0,0,3.111111,2.777778,0.09775688889,0.08208833333
ANA,VAN,52,34,18,7,5,4.134615,4.403846,0,0,3.326923,2.384615,0.1136173654,0.08122371154
CGY,WSH,22,10,12,4,1,3.590909,3.545455,0,0,2.818182,3.272727,0.09685909091,0.1088472273
NSH,WPG,47,23,24,4,4,4.191489,4.276596,3,4,2.659574,2.893617,0.08581076596,0.09329261702
NYI,WPG,25,17,8,3,2,3.56,3.88,0,0,3.4,2.44,0.11425016,0.08166416
NJD,VAN,4,3,1,1,0,2.25,2.75,0,0,5,3.5,0.14500725,0.1166175
NYR,SEA,5,4,1,0,1,4.2,3.2,0,0,3.6,2,0.1441536,0.0657398
BUF,NSH,22,9,13,1,3,3,3.454545,0,0,2.545455,3.045455,0.08886963636,0.09788763636
CGY,T.B,16,5,11,0,3,4.0625,4.0625,0,0,2.9375,3.5625,0.113067875,0.118486
NYI,VAN,22,13,9,4,4,2.772727,3.181818,0,0,3.590909,2.954545,0.1223868182,0.09953986364
DAL,MIN,70,41,29,9,7,3.685714,4.057143,8,4,3.2,2.728571,0.1041798857,0.09671451429
EDM,MIN,53,14,39,0,5,4.075472,4.339623,0,0,2.358491,3.188679,0.08765916981,0.1119287358
OTT,T.B,45,22,23,6,5,5.022222,5.177778,0,0,3.088889,3.022222,0.1018096222,0.09929444444
CGY,PIT,22,7,15,2,4,3.727273,3.909091,0,0,2.136364,3,0.06805309091,0.09605977273
ARI,CGY,50,17,33,2,5,3.78,3.48,0,0,2.4,3.24,0.08930614,0.10797946
PHI,WSH,68,32,36,9,7,4.426471,4.588235,3,4,2.823529,3.132353,0.09474664706,0.1092614559
EDM,TOR,35,10,25,2,4,3.742857,3.657143,0,0,2.571429,3.657143,0.09116114286,0.1202558857
BUF,MTL,59,30,29,10,7,3.898305,4.101695,0,0,2.474576,2.610169,0.08118605085,0.08492977966
DET,WPG,20,8,12,1,2,3.5,3.75,0,0,2.95,3.25,0.09975865,0.10395995
COL,DAL,65,35,30,4,8,4.123077,4.184615,4,4,3.153846,2.8,0.1046962,0.09034758462
CBJ,STL,45,16,29,2,6,5.266667,5.2,0,0,2.8,3.266667,0.1023445333,0.1144745111
NYI,TBL,6,1,5,0,0,3.833333,3.833333,0,0,2.5,4.166667,0.06899383333,0.1362985
CBJ,NJD,7,2,5,0,1,3.571429,3.428571,0,0,2.285714,4.285714,0.08005185714,0.1175745714
L.A,NSH,39,15,24,5,5,3.846154,3.589744,0,0,2.74359,2.948718,0.09882438461,0.1089641538
DET,STL,44,22,22,6,4,4.068182,4.272727,0,0,2.931818,2.909091,0.09993047727,0.1029999091
NSH,VGK,15,6,9,1,3,3.8,3.866667,0,0,2.2,3.133333,0.07064213333,0.08686533333
DET,EDM,36,25,11,5,2,3.583333,3.805556,0,0,3.333333,2.388889,0.1049143611,0.08149819444
DAL,SEA,13,8,5,1,2,2.538462,3.076923,4,3,3.692308,3.384615,0.1356587692,0.1211011538
CAR,VGK,9,4,5,2,0,2.333333,2.555556,0,0,2.333333,3.111111,0.07461244444,0.1172253333
NYI,NSH,22,7,15,2,2,3.090909,3.636364,0,0,2.5,3.454545,0.09045068182,0.1206102273
STL,S.J,62,32,30,3,9,4.370968,4.370968,10,7,2.903226,2.66129,0.104900371,0.09190301613
STL,SJS,6,6,0,0,0,2,4,0,0,4.5,2.166667,0.1524608333,0.07981083333
PIT,SJS,5,4,1,1,0,3.2,3.2,0,0,5.4,3,0.153924,0.0999278
DAL,OTT,21,10,11,1,4,3.714286,3.904762,0,0,3,3.285714,0.08922657143,0.1193104286
CBJ,NSH,50,18,32,4,6,3.44,3.4,0,0,2.32,2.98,0.08034598,0.09746586
NSH,SJS,7,7,0,1,0,4.714286,4.714286,0,0,4.285714,1,0.1420387143,0.03456142857
S.J,WSH,20,12,8,2,3,3.6,3.4,0,0,3.55,2.9,0.11841885,0.0961519
MIN,SJS,5,3,2,1,0,4.2,4.2,0,0,3.6,3.4,0.130026,0.1270012
DAL,NYR,23,12,11,4,1,3.782609,4.26087,0,0,2.652174,2.826087,0.08935956522,0.09638695652
ANA,CBJ,37,20,17,3,6,5.216216,4.513514,0,0,3.135135,2.783784,0.1073211622,0.09954024324
CGY,NYI,20,10,10,0,3,3.7,3.2,0,0,2.8,2.55,0.09326225,0.09190515
NSH,T.B,26,14,12,2,4,4.192308,4.153846,0,0,3.230769,3,0.1217775769,0.1012736538
MIN,WSH,22,10,12,2,2,3.863636,4.454545,0,0,2.590909,2.863636,0.1034626364,0.09779272727
CGY,DAL,56,26,30,5,6,3.803571,3.910714,6,7,2.732143,2.982143,0.09176748214,0.1027290357
ANA,CAR,24,16,8,6,2,3.916667,3.291667,0,0,2.875,2.5,0.1094301667,0.078109125
LAK,VGK,10,6,4,2,0,3.2,2.9,0,0,3.5,3.2,0.113147,0.1105437
TOR,TBL,22,13,9,6,2,5.045455,4.772727,7,6,3.636364,3.454545,0.1106517273,0.1077234545
MTL,PIT,54,23,31,4,7,4.203704,3.574074,7,4,2.740741,3.203704,0.09762672222,0.09967611111
ANA,WSH,21,8,13,1,5,4.52381,4.238095,0,0,3.238095,3.333333,0.128363381,0.1026361905
ANA,BUF,24,14,10,2,1,4.541667,4.166667,0,0,2.833333,2.75,0.08864958333,0.08984354167
ANA,BOS,24,15,9,2,2,4.208333,3.791667,0,0,3.041667,2.583333,0.1092197083,0.08611875
FLA,OTT,53,27,26,4,2,4.396226,4.622642,0,0,2.943396,2.792453,0.0942270566,0.0914095283
MIN,NYR,24,12,12,1,2,3.208333,2.791667,0,0,3.041667,2.916667,0.1050705833,0.1035298333
BOS,DET,46,28,18,7,1,4.413043,4.065217,4,1,3.217391,2.586957,0.1005235,0.09251243478
BUF,EDM,22,13,9,3,1,3.727273,3.727273,0,0,3.272727,2.636364,0.1131684545,0.08339681818
NYR,T.B,45,21,24,3,6,4.777778,4.8,3,4,2.977778,2.911111,0.1025336889,0.09940253333
CHI,SEA,6,2,4,0,1,2.833333,3.166667,0,0,3.166667,4.166667,0.126403,0.1315493333
CAR,CHI,29,19,10,2,3,3.034483,2.586207,0,0,3.206897,2.344828,0.09705348276,0.083527
DAL,S.J,42,16,26,1,5,4.547619,4.071429,0,0,2.642857,3.02381,0.09689535714,0.09463983333
L.A,PIT,17,8,9,3,4,4.352941,3.882353,0,0,2.235294,2.470588,0.07099370588,0.090244
CBJ,MIN,36,15,21,3,6,3.972222,3.583333,0,0,2.5,2.611111,0.0864235,0.09249041667
BUF,VGK,10,4,6,0,2,3.1,3.2,0,0,2.8,3.3,0.1106027,0.1018538
CHI,PIT,20,14,6,4,2,3.15,3.7,0,0,3.55,2.3,0.1061902,0.076339
LAK,NYR,4,2,2,1,0,2.5,3.25,0,0,2.5,3.25,0.07071375,0.13706
ANA,FLA,22,9,13,1,3,3.954545,3.318182,0,0,2.5,3.181818,0.08083222727,0.1019012727
L.A,OTT,18,10,8,3,1,3.5,4.055556,0,0,2.833333,2.666667,0.09447833333,0.1020739444
BUF,N.J,45,15,30,2,10,3.666667,3.355556,0,0,2.422222,2.577778,0.08559195556,0.08854182222
ATL,PIT,12,1,11,0,1,5.166667,5.75,0,0,2.083333,4,0.07517866667,0.14150775
OTT,VAN,35,11,24,2,5,4.771429,4.971429,0,0,2.342857,3.6,0.08081934286,0.1196709429
S.J,VAN,58,36,22,7,3,4.051724,4.603448,5,4,3.172414,2.465517,0.1026558966,0.08609106897
TOR,VAN,34,16,18,1,2,4.117647,4.058824,0,0,3.058824,2.941176,0.09924605882,0.1037932353
ARI,WSH,20,9,11,1,2,4,3.65,0,0,2.4,2.6,0.09193685,0.08076245
CAR,CBJ,46,26,20,7,5,3.217391,3.521739,0,0,2.826087,2.630435,0.08917306522,0.101836087
BUF,L.A,17,10,7,2,1,3.647059,4.235294,0,0,2.529412,1.882353,0.09702152941,0.05920647059
ARI,PIT,21,5,16,1,2,4.857143,4.52381,0,0,1.714286,3.47619,0.06777252381,0.09984419048
CGY,PHI,21,11,10,5,3,4.142857,3.666667,0,0,3,2.666667,0.096313,0.09635361905
MTL,TBL,8,1,7,0,2,3.875,4.25,0,0,2.625,4.125,0.104400375,0.12163275
CHI,OTT,20,14,6,3,3,3.75,4.4,0,0,3.8,2.6,0.1118062,0.09114945
CGY,MTL,35,18,17,2,4,3.571429,4.142857,0,0,2.714286,2.342857,0.08616788571,0.08607628571
EDM,FLA,20,11,9,3,2,3.65,2.9,0,0,2.85,2.95,0.10181535,0.10037965
L.A,MTL,16,8,8,1,0,4,4.0625,0,0,2.625,2.3125,0.0900036875,0.0982318125
CHI,S.J,42,24,18,6,3,3.809524,3.52381,4,0,3.333333,2.928571,0.1066322619,0.09801876191
CBJ,FLA,38,20,18,5,5,3.605263,3.210526,0,0,3,3.078947,0.09740260526,0.08642944737
SEA,VAN,8,2,6,0,1,4.125,4.5,0,0,3.5,4,0.10794875,0.1437485
ATL,BOS,11,1,10,0,1,5.818182,5.636364,0,0,2.181818,3.909091,0.07439236364,0.1291725455
CAR,STL,23,13,10,2,3,3.391304,3.565217,0,0,2.913043,2.565217,0.09941147826,0.09096608696
COL,PIT,24,10,14,2,5,3.458333,3.625,0,0,2.5,3.166667,0.08413629167,0.097928125
ATL,EDM,3,2,1,1,0,6.666667,5.333333,0,0,3.333333,3.333333,0.1059953333,0.1138713333
MIN,OTT,22,13,9,3,2,3.772727,3.863636,0,0,3.136364,2.727273,0.0996825,0.1013373182
BUF,DET,43,17,26,5,9,3.674419,3.44186,0,0,2.697674,2.976744,0.09417369767,0.09280930233
ARI,MTL,21,9,12,0,3,3.666667,3.952381,0,0,2.761905,3.047619,0.1072305714,0.1015694286
COL,LAK,6,5,1,0,0,4.333333,2.833333,0,0,4.5,2.333333,0.1486861667,0.06802616667
COL,TBL,8,5,3,2,0,5.375,4.875,3,2,2.875,2.875,0.07995575,0.094221875
DET,TBL,9,4,5,0,2,4.111111,3.666667,0,0,3.222222,3.666667,0.1069805556,0.1094627778
BUF,CGY,23,9,14,4,4,3.73913,4.434783,0,0,2.391304,3.217391,0.08779078261,0.09490321739
N.J,TOR,37,15,22,7,8,3.864865,4.054054,0,0,2.513514,2.972973,0.08519383784,0.1117674595
BUF,VAN,21,9,12,2,1,3.285714,3.047619,0,0,3.238095,3.285714,0.1151432857,0.1042153333
ARI,N.J,15,4,11,0,3,3.8,3.933333,0,0,2.266667,2.933333,0.0919768,0.100389
N.J,WSH,51,14,37,3,6,3.745098,4.137255,0,0,2.235294,3.352941,0.08039147059,0.1247670588
NJD,NYR,15,8,7,2,2,3.8,3.733333,4,3,2.866667,2.733333,0.09345973333,0.09776673333
BUF,STL,21,7,14,1,1,3.190476,4.047619,0,0,2.190476,3.285714,0.0758992381,0.1108397619
CAR,S.J,17,8,9,2,2,2.529412,2.823529,0,0,2.764706,3.235294,0.08692617647,0.1274387059
STL,VGK,24,9,15,0,8,3.166667,3.041667,0,1,3.166667,3.625,0.1199439583,0.1063774583
STL,TOR,21,15,6,5,2,3.904762,3.809524,0,0,3.761905,2.714286,0.113482381,0.09021585714
PIT,SEA,4,1,3,0,1,2,1.75,0,0,2.5,2.25,0.079893,0.077648
LAK,TOR,5,3,2,0,0,3.2,3.6,0,0,3,3,0.1041986,0.082804
NYR,VAN,21,12,9,3,1,3.761905,3.619048,0,0,3.142857,2.761905,0.1188695238,0.08721219048
T.B,WPG,24,11,13,4,5,4.208333,4.791667,0,0,3.291667,2.833333,0.1135464167,0.091695375
ATL,COL,5,3,2,1,1,4.4,4.4,0,0,3,2.6,0.0988418,0.0815284
NYR,PIT,92,46,46,16,6,4.119565,4.097826,13,11,2.836957,3.141304,0.09714327174,0.09883757609
PIT,VGK,10,6,4,0,0,2.6,3.2,0,0,3.3,3.4,0.1106234,0.1107066
CGY,TBL,4,2,2,0,0,5,6,0,0,3,3,0.0833445,0.11128425
BOS,NJD,6,6,0,0,0,3.166667,2.666667,0,0,4.5,1.833333,0.1368286667,0.06056733333
CGY,SJS,8,5,3,0,0,3.375,2.75,0,0,3.875,3,0.1122245,0.103921875
FLA,VGK,14,5,9,2,0,4,3.285714,1,4,2.642857,4.142857,0.09072514286,0.124997
PIT,S.J,22,10,12,2,3,4.045455,3.409091,4,2,2.318182,2.545455,0.08474859091,0.08172522727
LAK,PHI,6,3,3,1,1,3.333333,4.333333,0,0,3.666667,3,0.1077368333,0.1027875
BUF,SEA,4,0,4,0,0,3.25,5,0,0,2.5,5.25,0.08864075,0.18512
PHI,SJS,5,1,4,1,2,3.4,3.2,0,0,1.8,2.8,0.0648006,0.0922906
S.J,WPG,22,13,9,2,1,3.590909,4.5,0,0,2.954545,2.818182,0.09151159091,0.1070101364
DET,NJD,7,4,3,0,0,3,3.428571,0,0,3.428571,3.142857,0.1241032857,0.1031424286
ANA,SJS,8,4,4,2,2,5,5.25,0,0,3.5,3.5,0.107370375,0.107065625
ARI,CBJ,31,15,16,1,4,5.064516,5.322581,0,0,3,2.709677,0.1082989677,0.09145212903
ATL,CBJ,4,0,4,0,0,3.25,4.25,0,0,1,2.75,0.03004925,0.10541475
SEA,TBL,5,1,4,1,0,4,4.2,0,0,1.6,4,0.0458266,0.1241472
DET,WSH,29,9,20,3,5,3.482759,3.448276,0,0,2.172414,3.068966,0.07846544828,0.1122868966
CGY,LAK,7,4,3,0,2,3.428571,3.571429,0,0,3,3.428571,0.1042427143,0.1017042857
DAL,MTL,22,11,11,2,3,4.227273,4.727273,0,0,3.227273,2.772727,0.1066403636,0.1009920909
FLA,TBL,12,4,8,0,2,4.916667,4.333333,0,4,3,3.083333,0.08008725,0.0944385
BOS,LAK,4,3,1,0,1,4,3.25,0,0,4.5,1.75,0.16713075,0.05873325
ARI,LAK,8,2,6,2,1,4.125,3.75,0,0,2.875,3.875,0.1160405,0.11311175
BOS,NSH,22,13,9,3,3,3.954545,4.045455,0,0,3.090909,2.272727,0.09904113636,0.08128186364
SEA,VGK,9,1,8,0,0,3.222222,3.333333,0,0,1.777778,3.777778,0.06176888889,0.1406655556
EDM,NJD,4,1,3,0,1,3.25,2.5,0,0,4,4.5,0.10822075,0.1312695
LAK,NSH,5,1,4,0,1,3.2,4.4,0,0,2.6,2.6,0.075366,0.103284
MIN,NJD,6,3,3,2,1,4,3.666667,0,0,2.833333,2.666667,0.0943645,0.07780766667
NJD,TOR,6,1,5,1,0,3,2.833333,0,0,2.333333,4,0.07841316667,0.1345183333
DET,LAK,4,0,4,0,1,4,3.75,0,0,2.5,4.5,0.09601725,0.1339285
NYI,S.J,18,7,11,1,4,3.111111,3.222222,0,0,2.666667,2.611111,0.09571794444,0.08423016667
MTL,SJS,4,2,2,0,0,4.25,4.5,0,0,1.75,2.5,0.0546875,0.098077
STL,SEA,7,4,3,1,1,2.714286,4.714286,0,0,3,2.285714,0.1046664286,0.07536114286
SJS,TOR,4,2,2,1,0,3,2.75,0,0,2.75,3.25,0.09014,0.10646775
PIT,VAN,20,11,9,1,1,4.05,4.75,0,0,2.95,3.05,0.08597555,0.1241639
ANA,NYR,23,8,15,2,3,4.217391,4.130435,0,0,2.347826,3.130435,0.08439956522,0.1018312609
L.A,PHI,18,9,9,3,1,3.777778,3.722222,0,0,2.055556,2.388889,0.06699411111,0.09038777778
TBL,WPG,4,1,3,0,0,4.75,5,0,0,3.75,4.5,0.121107,0.19267675
ARI,NYR,23,6,17,3,2,3.869565,4.217391,0,0,2.217391,3.304348,0.07612643478,0.1125509565
ARI,SJS,6,2,4,1,0,3.666667,3.166667,0,0,3.333333,4.5,0.1108163333,0.1473161667
NJD,WPG,4,1,3,0,0,3.25,2.5,0,0,2.5,4.5,0.07667525,0.14222225
MIN,TBL,4,2,2,0,1,4.75,4.25,0,0,3.75,2.75,0.1104415,0.09111725
MIN,SEA,6,4,2,0,0,3.5,3.333333,0,0,2.833333,2.333333,0.113854,0.08012733333
ATL,NSH,6,2,4,1,1,3.5,3.333333,0,0,3.333333,3.333333,0.1084678333,0.120825
ATL,NYI,12,7,5,1,1,4.583333,4.5,0,0,3.5,3.25,0.1315826667,0.10323775
LAK,OTT,5,4,1,0,1,3.4,4,0,0,3.2,1.8,0.0990512,0.0553904
DAL,NJD,4,2,2,0,1,3.25,3.25,0,0,3,2,0.09352675,0.072172
TOR,VGK,10,4,6,1,3,2.6,2.7,0,0,3,2.8,0.1075618,0.0932195
CHI,LAK,5,1,4,1,1,3,3.4,0,0,1.4,2.8,0.070329,0.082304
T.B,VGK,6,3,3,1,0,3.833333,3.5,0,0,2.666667,3.166667,0.1111988333,0.09724916667
BUF,SJS,4,2,2,0,0,2,3.5,0,0,3.75,3.25,0.111338,0.12215825
EDM,TBL,4,3,1,0,0,5,5.75,0,0,3.75,2.75,0.108035,0.09986725
PHI,SEA,4,2,2,1,0,3.75,3.5,0,0,3.5,3.25,0.157629,0.12192475
SEA,SJS,7,5,2,1,0,3.142857,2.428571,0,0,2.857143,2.285714,0.1081487143,0.08923385714
LAK,MTL,4,4,0,1,0,3.25,4.5,0,0,3.75,2,0.10625225,0.07867975
DET,SEA,4,0,4,0,2,5.25,3.5,0,0,3,4.5,0.11499825,0.1289495
NJD,VGK,4,3,1,2,0,2.75,1.75,0,0,3,3,0.09146525,0.097475
NYI,SJS,4,3,1,1,1,3,3.5,0,0,3.25,2,0.0834345,0.067262
TBL,VGK,3,1,2,0,1,4.333333,5.333333,0,0,3.666667,4,0.152758,0.151985
LAK,WPG,7,4,3,1,1,4.714286,3.571429,0,0,3.571429,3,0.106686,0.1219801429
ANA,NJD,4,1,3,0,1,4.25,4.75,0,0,2.25,2.75,0.0845415,0.06910175
SEA,TOR,4,1,3,0,0,3.5,2.75,0,0,3,4.5,0.1106695,0.154013
